age,mx,qx,lx,dx,ex,sex,period,Country
38,0.001312,0.001311,97937.2,128.4,42.35,Male,2014-2016,UK
39,0.001357,0.001356,97808.8,132.6,41.40,Male,2014-2016,UK
40,0.001546,0.001545,97676.2,150.9,40.46,Male,2014-2016,UK
41,0.001673,0.001672,97525.3,163.0,39.52,Male,2014-2016,UK
42,0.001734,0.001732,97362.2,168.7,38.58,Male,2014-2016,UK
43,0.001904,0.001903,97193.6,184.9,37.65,Male,2014-2016,UK
44,0.002121,0.002119,97008.6,205.6,36.72,Male,2014-2016,UK
45,0.002200,0.002197,96803.1,212.7,35.80,Male,2014-2016,UK
46,0.002370,0.002367,96590.4,228.6,34.87,Male,2014-2016,UK
47,0.002639,0.002635,96361.8,253.9,33.96,Male,2014-2016,UK
48,0.002722,0.002718,96107.8,261.3,33.04,Male,2014-2016,UK
49,0.003010,0.003005,95846.6,288.1,32.13,Male,2014-2016,UK
50,0.003338,0.003332,95558.5,318.4,31.23,Male,2014-2016,UK
51,0.003470,0.003464,95240.1,329.9,30.33,Male,2014-2016,UK
52,0.003726,0.003719,94910.2,352.9,29.44,Male,2014-2016,UK
53,0.003996,0.003988,94557.2,377.1,28.54,Male,2014-2016,UK
54,0.004403,0.004393,94180.2,413.8,27.66,Male,2014-2016,UK
55,0.004981,0.004968,93766.4,465.9,26.78,Male,2014-2016,UK
56,0.005369,0.005354,93300.5,499.6,25.91,Male,2014-2016,UK
57,0.005852,0.005835,92801.0,541.5,25.04,Male,2014-2016,UK
58,0.006487,0.006466,92259.5,596.6,24.19,Male,2014-2016,UK
59,0.007166,0.007141,91662.9,654.5,23.34,Male,2014-2016,UK
60,0.008007,0.007975,91008.4,725.8,22.51,Male,2014-2016,UK
61,0.008751,0.008712,90282.6,786.6,21.68,Male,2014-2016,UK
62,0.009491,0.009446,89496.0,845.4,20.87,Male,2014-2016,UK
63,0.010585,0.010530,88650.7,933.5,20.06,Male,2014-2016,UK
64,0.011553,0.011486,87717.2,1007.6,19.27,Male,2014-2016,UK
65,0.012456,0.012379,86709.6,1073.4,18.49,Male,2014-2016,UK
66,0.013419,0.013330,85636.2,1141.5,17.71,Male,2014-2016,UK
67,0.014460,0.014357,84494.8,1213.1,16.95,Male,2014-2016,UK
68,0.015917,0.015791,83281.7,1315.1,16.19,Male,2014-2016,UK
69,0.017712,0.017557,81966.6,1439.1,15.44,Male,2014-2016,UK
70,0.019609,0.019419,80527.5,1563.7,14.71,Male,2014-2016,UK
71,0.021845,0.021609,78963.8,1706.3,13.99,Male,2014-2016,UK
72,0.024187,0.023898,77257.5,1846.3,13.28,Male,2014-2016,UK
73,0.026705,0.026354,75411.2,1987.4,12.60,Male,2014-2016,UK
74,0.030493,0.030035,73423.8,2205.3,11.93,Male,2014-2016,UK
75,0.033672,0.033115,71218.5,2358.4,11.28,Male,2014-2016,UK
76,0.036809,0.036144,68860.1,2488.9,10.65,Male,2014-2016,UK
77,0.040944,0.040123,66371.2,2663.0,10.03,Male,2014-2016,UK
78,0.045492,0.044480,63708.2,2833.7,9.43,Male,2014-2016,UK
79,0.050640,0.049389,60874.5,3006.5,8.84,Male,2014-2016,UK
80,0.057486,0.055880,57867.9,3233.7,8.28,Male,2014-2016,UK
81,0.063796,0.061823,54634.3,3377.7,7.74,Male,2014-2016,UK
82,0.072514,0.069977,51256.6,3586.8,7.21,Male,2014-2016,UK
83,0.082383,0.079124,47669.8,3771.8,6.72,Male,2014-2016,UK
84,0.092360,0.088283,43898.0,3875.4,6.25,Male,2014-2016,UK
85,0.104949,0.099717,40022.5,3990.9,5.81,Male,2014-2016,UK
86,0.116902,0.110447,36031.6,3979.6,5.40,Male,2014-2016,UK
87,0.131537,0.123420,32052.1,3955.9,5.01,Male,2014-2016,UK
88,0.149086,0.138744,28096.2,3898.2,4.64,Male,2014-2016,UK
89,0.164995,0.152420,24198.0,3688.3,4.31,Male,2014-2016,UK
90,0.182836,0.167521,20509.8,3435.8,3.99,Male,2014-2016,UK
91,0.202266,0.183689,17073.9,3136.3,3.69,Male,2014-2016,UK
92,0.227097,0.203940,13937.6,2842.4,3.41,Male,2014-2016,UK
93,0.253308,0.224832,11095.2,2494.6,3.16,Male,2014-2016,UK
94,0.274083,0.241049,8600.6,2073.2,2.93,Male,2014-2016,UK
95,0.305247,0.264828,6527.5,1728.7,2.70,Male,2014-2016,UK
96,0.339548,0.290268,4798.8,1392.9,2.50,Male,2014-2016,UK
97,0.376502,0.316854,3405.9,1079.2,2.32,Male,2014-2016,UK
98,0.414414,0.343284,2326.7,798.7,2.16,Male,2014-2016,UK
99,0.438705,0.359785,1528.0,549.7,2.02,Male,2014-2016,UK
100,0.49195,0.394831,978.2,386.2,1.88,Male,2014-2016,UK
0,0.003521,0.003515,100000.0,351.5,82.83,Female,2014-2016,UK
1,0.000249,0.000249,99648.5,24.8,82.12,Female,2014-2016,UK
2,0.000139,0.000139,99623.7,13.9,81.14,Female,2014-2016,UK
3,0.000107,0.000107,99609.9,10.6,80.16,Female,2014-2016,UK
4,0.000083,0.000083,99599.2,8.2,79.16,Female,2014-2016,UK
5,0.000068,0.000068,99591.0,6.8,78.17,Female,2014-2016,UK
6,0.000074,0.000074,99584.2,7.4,77.18,Female,2014-2016,UK
7,0.000074,0.000074,99576.8,7.4,76.18,Female,2014-2016,UK
8,0.000061,0.000061,99569.4,6.0,75.19,Female,2014-2016,UK
9,0.000069,0.000069,99563.4,6.9,74.19,Female,2014-2016,UK
10,0.000059,0.000059,99556.5,5.9,73.20,Female,2014-2016,UK
11,0.000061,0.000061,99550.6,6.0,72.20,Female,2014-2016,UK
12,0.000060,0.000060,99544.6,6.0,71.21,Female,2014-2016,UK
13,0.000106,0.000106,99538.6,10.6,70.21,Female,2014-2016,UK
14,0.000112,0.000112,99528.0,11.2,69.22,Female,2014-2016,UK
15,0.000139,0.000139,99516.9,13.8,68.23,Female,2014-2016,UK
16,0.000162,0.000162,99503.0,16.1,67.23,Female,2014-2016,UK
17,0.000154,0.000154,99487.0,15.4,66.25,Female,2014-2016,UK
18,0.000208,0.000208,99471.6,20.7,65.26,Female,2014-2016,UK
19,0.000206,0.000206,99450.9,20.5,64.27,Female,2014-2016,UK
20,0.000201,0.000201,99430.4,20.0,63.28,Female,2014-2016,UK
21,0.000215,0.000215,99410.4,21.4,62.29,Female,2014-2016,UK
22,0.000212,0.000212,99389.0,21.1,61.31,Female,2014-2016,UK
23,0.000224,0.000224,99367.9,22.3,60.32,Female,2014-2016,UK
24,0.000228,0.000227,99345.6,22.6,59.33,Female,2014-2016,UK
25,0.000247,0.000247,99323.0,24.6,58.35,Female,2014-2016,UK
26,0.000272,0.000272,99298.5,27.0,57.36,Female,2014-2016,UK
27,0.000269,0.000269,99271.5,26.7,56.38,Female,2014-2016,UK
28,0.000322,0.000322,99244.8,32.0,55.39,Female,2014-2016,UK
29,0.000344,0.000344,99212.8,34.1,54.41,Female,2014-2016,UK
30,0.000377,0.000377,99178.7,37.4,53.43,Female,2014-2016,UK
31,0.000404,0.000403,99141.3,40.0,52.45,Female,2014-2016,UK
32,0.000460,0.000460,99101.3,45.6,51.47,Female,2014-2016,UK
33,0.000485,0.000485,99055.8,48.0,50.49,Female,2014-2016,UK
34,0.000524,0.000524,99007.7,51.9,49.52,Female,2014-2016,UK
35,0.000580,0.000579,98955.9,57.3,48.54,Female,2014-2016,UK
36,0.000645,0.000645,98898.5,63.8,47.57,Female,2014-2016,UK
37,0.000670,0.000670,98834.8,66.2,46.60,Female,2014-2016,UK
38,0.000748,0.000748,98768.6,73.8,45.63,Female,2014-2016,UK
39,0.000801,0.000801,98694.7,79.1,44.67,Female,2014-2016,UK
40,0.000932,0.000932,98615.7,91.9,43.70,Female,2014-2016,UK
41,0.000959,0.000958,98523.8,94.4,42.74,Female,2014-2016,UK
42,0.001080,0.001079,98429.4,106.2,41.78,Female,2014-2016,UK
43,0.001151,0.001151,98323.1,113.1,40.83,Female,2014-2016,UK
44,0.001275,0.001275,98210.0,125.2,39.87,Female,2014-2016,UK
45,0.001451,0.001449,98084.8,142.2,38.92,Female,2014-2016,UK
46,0.001522,0.001520,97942.6,148.9,37.98,Female,2014-2016,UK
47,0.001621,0.001620,97793.7,158.4,37.04,Female,2014-2016,UK
48,0.001759,0.001758,97635.3,171.6,36.10,Female,2014-2016,UK
49,0.001868,0.001866,97463.7,181.9,35.16,Female,2014-2016,UK
50,0.002136,0.002134,97281.8,207.6,34.22,Female,2014-2016,UK
51,0.002344,0.002341,97074.2,227.3,33.30,Female,2014-2016,UK
52,0.002534,0.002531,96847.0,245.1,32.37,Female,2014-2016,UK
53,0.002782,0.002778,96601.9,268.3,31.45,Female,2014-2016,UK
54,0.002995,0.002991,96333.5,288.1,30.54,Female,2014-2016,UK
55,0.003349,0.003343,96045.4,321.1,29.63,Female,2014-2016,UK
56,0.003629,0.003622,95724.3,346.7,28.73,Female,2014-2016,UK
57,0.003991,0.003983,95377.6,379.9,27.83,Female,2014-2016,UK
58,0.004259,0.004250,94997.7,403.8,26.94,Female,2014-2016,UK
59,0.004822,0.004810,94593.9,455.0,26.05,Female,2014-2016,UK
60,0.005289,0.005276,94138.9,496.6,25.18,Female,2014-2016,UK
61,0.005690,0.005674,93642.2,531.3,24.31,Female,2014-2016,UK
62,0.006343,0.006323,93110.9,588.7,23.44,Female,2014-2016,UK
63,0.006856,0.006833,92522.2,632.2,22.59,Female,2014-2016,UK
64,0.007426,0.007398,91890.0,679.8,21.74,Female,2014-2016,UK
65,0.007978,0.007946,91210.2,724.8,20.90,Female,2014-2016,UK
66,0.008814,0.008775,90485.4,794.0,20.06,Female,2014-2016,UK
67,0.009440,0.009396,89691.4,842.7,19.23,Female,2014-2016,UK
68,0.010610,0.010554,88848.7,937.7,18.41,Female,2014-2016,UK
69,0.011622,0.011555,87911.0,1015.8,17.60,Female,2014-2016,UK
70,0.013147,0.013061,86895.2,1134.9,16.80,Female,2014-2016,UK
71,0.014569,0.014464,85760.3,1240.4,16.02,Female,2014-2016,UK
72,0.016232,0.016101,84519.8,1360.9,15.25,Female,2014-2016,UK
73,0.018296,0.018130,83158.9,1507.7,14.49,Female,2014-2016,UK
74,0.020199,0.019997,81651.2,1632.8,13.75,Female,2014-2016,UK
75,0.022575,0.022323,80018.5,1786.2,13.02,Female,2014-2016,UK
76,0.025553,0.025230,78232.2,1973.8,12.30,Female,2014-2016,UK
77,0.028055,0.027667,76258.4,2109.8,11.61,Female,2014-2016,UK
78,0.031470,0.030983,74148.6,2297.3,10.92,Female,2014-2016,UK
79,0.035477,0.034859,71851.3,2504.7,10.26,Female,2014-2016,UK
80,0.040996,0.040172,69346.6,2785.8,9.61,Female,2014-2016,UK
81,0.046100,0.045062,66560.8,2999.3,8.99,Female,2014-2016,UK
82,0.052735,0.051380,63561.5,3265.8,8.39,Female,2014-2016,UK
83,0.060533,0.058755,60295.6,3542.7,7.82,Female,2014-2016,UK
84,0.069094,0.066787,56753.0,3790.3,7.28,Female,2014-2016,UK
85,0.078157,0.075218,52962.6,3983.7,6.76,Female,2014-2016,UK
86,0.089409,0.085583,48978.9,4191.8,6.27,Female,2014-2016,UK
87,0.101929,0.096986,44787.1,4343.7,5.81,Female,2014-2016,UK
88,0.115156,0.108887,40443.4,4403.7,5.38,Female,2014-2016,UK
89,0.131230,0.123149,36039.7,4438.3,4.98,Female,2014-2016,UK
90,0.147800,0.137629,31601.4,4349.3,4.61,Female,2014-2016,UK
91,0.163828,0.151424,27252.1,4126.6,4.26,Female,2014-2016,UK
92,0.185452,0.169715,23125.5,3924.7,3.93,Female,2014-2016,UK
93,0.205857,0.186646,19200.8,3583.7,3.63,Female,2014-2016,UK
94,0.227848,0.204545,15617.0,3194.4,3.35,Female,2014-2016,UK
95,0.256090,0.227021,12422.6,2820.2,3.09,Female,2014-2016,UK
96,0.286070,0.250272,9602.4,2403.2,2.85,Female,2014-2016,UK
97,0.323757,0.278650,7199.2,2006.1,2.63,Female,2014-2016,UK
98,0.349863,0.297773,5193.2,1546.4,2.45,Female,2014-2016,UK
99,0.381426,0.320334,3646.8,1168.2,2.28,Female,2014-2016,UK
100,0.411599,0.341349,2478.6,846.1,2.12,Female,2014-2016,UK
