DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank,Shape_Leng,Shape_Area
S01011476,Ladywell - 01,North Lanarkshire,476,311,6234,5,9,18,90,2%,8,6618.50000000000,3%,10,5693.50000000000,50,0,0,35,15%,0%,85,6024,91%,6.08000000000,62,0%,11%,5845,2.65000000000,3.61000000000,4.04000000000,3.68000000000,3.76000000000,5.03000000000,9.49000000000,11.46000000000,14.79000000000,0%,2122,5,106,5006.00000000000,19,0,4%,0%,6191.00000000000,1673.74423331000,108156.65111300000
S01011477,Ladywell - 02,North Lanarkshire,797,446,6017,5,9,18,87,2%,15,6535.00000000000,4%,16,5395.00000000000,50,37,0,74,15%,4%,78,5528,86%,5.93000000000,61,0%,14%,5413,1.97000000000,4.03000000000,4.09000000000,4.02000000000,3.31000000000,4.07000000000,13.17000000000,12.38000000000,15.54000000000,1%,1950,4,50,6153.00000000000,26,0,3%,0%,6497.00000000000,2789.49383618000,401068.71730100000
S01011478,Ladywell - 03,North Lanarkshire,1023,682,6038,5,9,18,87,4%,46,5229.00000000000,3%,21,5729.00000000000,70,24,0,97,15%,4%,100,4531,92%,6.21000000000,39,1%,14%,6318,1.56000000000,2.52000000000,2.86000000000,2.81000000000,2.11000000000,4.02000000000,7.92000000000,7.76000000000,12.38000000000,0%,5096,20,197,3453.00000000000,27,9,3%,1%,6370.00000000000,2800.02719225000,410826.77877100000
S01011479,Ladywell - 04,North Lanarkshire,801,479,5420,4,8,16,78,5%,41,4955.00000000000,4%,19,5225.00000000000,70,26,20,89,15%,3%,92,4464,87%,4.94000000000,75,3%,14%,3806,1.31000000000,2.83000000000,2.73000000000,2.77000000000,2.65000000000,4.21000000000,7.87000000000,6.83000000000,13.00000000000,0%,5005,8,100,5105.00000000000,30,6,4%,1%,5944.00000000000,3092.23285967000,339350.39326700000
S01011480,Ladywell - 05,North Lanarkshire,988,603,5884,5,9,17,85,5%,53,4860.00000000000,3%,20,5577.00000000000,65,34,47,65,16%,0%,81,4764,83%,5.94000000000,44,1%,13%,5338,1.86000000000,1.31000000000,2.29000000000,1.41000000000,2.28000000000,4.06000000000,5.18000000000,6.28000000000,12.32000000000,0%,6410,18,183,3663.00000000000,53,8,5%,1%,5378.00000000000,2798.04144341000,272766.66044100000
S01011481,Motherwell West - 01,North Lanarkshire,918,593,4326,4,7,13,63,8%,78,3785.00000000000,6%,35,4177.00000000000,100,44,28,86,16%,0%,119,3380,87%,5.60000000000,112,0%,7%,3956,3.44000000000,1.83000000000,2.61000000000,2.53000000000,3.68000000000,4.94000000000,7.20000000000,8.34000000000,15.92000000000,0%,4132,13,142,4307.00000000000,57,7,7%,1%,4558.50000000000,2327.28026307000,194676.00238400000
S01011482,Motherwell West - 02,North Lanarkshire,869,522,1907,2,3,6,28,19%,163,1603.00000000000,13%,68,1867.00000000000,155,123,138,117,25%,3%,163,1041,79%,5.65000000000,127,8%,8%,2541,2.28000000000,1.71000000000,1.93000000000,1.66000000000,3.03000000000,4.70000000000,6.12000000000,6.33000000000,15.17000000000,0%,5766,19,220,3121.00000000000,105,1,12%,0%,3105.00000000000,3082.52818631000,204469.56064300000
S01011483,Motherwell West - 03,North Lanarkshire,498,332,5498,4,8,16,79,5%,23,5172.00000000000,5%,15,4747.00000000000,55,13,59,36,16%,0%,73,5559,0%,5.75000000000,61,0%,13%,5902,2.60000000000,2.93000000000,2.67000000000,2.58000000000,3.81000000000,5.77000000000,10.97000000000,10.05000000000,19.67000000000,0%,2636,6,121,4732.00000000000,42,1,8%,0%,4468.00000000000,1340.34533389000,82461.30111390000
S01011484,Motherwell West - 04,North Lanarkshire,821,504,757,1,2,3,11,25%,202,893.50000000000,17%,84,1072.00000000000,200,137,231,167,29%,3%,183,341,64%,4.81000000000,195,4%,3%,369,2.71000000000,3.02000000000,1.46000000000,2.11000000000,3.73000000000,5.86000000000,7.67000000000,4.21000000000,16.93000000000,0%,4588,16,196,3465.00000000000,149,0,17%,0%,1635.00000000000,3778.11776034000,312378.52538600000
S01011485,Motherwell West - 05,North Lanarkshire,977,613,643,1,1,2,10,27%,260,699.00000000000,16%,100,1190.00000000000,210,240,263,171,21%,9%,183,353,61%,4.70000000000,208,13%,8%,200,2.75000000000,2.24000000000,1.33000000000,2.39000000000,3.76000000000,5.33000000000,8.14000000000,3.99000000000,16.89000000000,0%,5027,29,299,2246.00000000000,213,0,22%,0%,919.00000000000,1800.95271356000,128807.46917800000
S01011486,Motherwell North - 01,North Lanarkshire,560,326,397,1,1,2,6,31%,171,389.00000000000,18%,59,863.00000000000,195,131,245,129,25%,0%,158,586,58%,5.10000000000,207,12%,4%,127,3.79000000000,3.83000000000,1.56000000000,1.58000000000,4.35000000000,6.81000000000,11.68000000000,4.85000000000,19.87000000000,0%,3148,37,664,571.00000000000,144,2,26%,0%,572.00000000000,1364.19663758000,87908.71003700000
S01011487,Motherwell North - 02,North Lanarkshire,1141,731,1082,1,2,4,16,21%,235,1368.00000000000,16%,114,1327.00000000000,170,83,128,218,25%,10%,148,824,71%,4.77000000000,180,5%,9%,939,4.21000000000,3.95000000000,2.08000000000,1.57000000000,4.41000000000,7.00000000000,12.28000000000,5.70000000000,21.24000000000,0%,2488,56,494,1032.00000000000,232,9,21%,1%,914.00000000000,5814.13435011000,325878.44379600000
S01011488,Motherwell North - 03,North Lanarkshire,693,420,205,1,1,1,3,34%,235,237.00000000000,25%,105,256.00000000000,235,181,356,127,26%,9%,170,242,62%,4.64000000000,205,10%,5%,155,3.73000000000,3.14000000000,1.51000000000,2.23000000000,3.99000000000,6.25000000000,11.29000000000,4.05000000000,17.55000000000,0%,3612,35,508,970.00000000000,116,3,17%,0%,1659.00000000000,1994.52498835000,115766.62037600000
S01011489,Motherwell North - 04,North Lanarkshire,746,549,4297,4,7,13,62,6%,46,4551.00000000000,6%,31,4290.00000000000,90,47,32,86,13%,3%,114,3796,79%,5.19000000000,92,1%,9%,3143,4.45000000000,3.62000000000,2.22000000000,2.34000000000,3.81000000000,6.73000000000,12.43000000000,5.32000000000,18.20000000000,0%,2433,8,108,4970.00000000000,95,0,13%,0%,2852.00000000000,1717.07793992000,128906.51786500000
S01011490,Forgewood - 01,North Lanarkshire,985,608,1343,1,2,4,20,20%,196,1453.00000000000,14%,82,1728.00000000000,160,110,203,204,28%,2%,133,884,72%,5.23000000000,143,0%,8%,2189,4.26000000000,3.89000000000,1.81000000000,3.56000000000,1.97000000000,5.95000000000,13.64000000000,7.95000000000,15.99000000000,0%,2496,89,899,270.00000000000,113,11,12%,1%,2759.00000000000,13965.68516960000,4322084.24637000000
S01011491,Forgewood - 02,North Lanarkshire,473,305,450,1,1,2,7,31%,145,382.00000000000,22%,68,438.00000000000,205,188,123,118,22%,11%,126,798,65%,4.67000000000,180,6%,3%,406,4.40000000000,4.03000000000,1.44000000000,3.55000000000,1.93000000000,6.07000000000,9.78000000000,4.33000000000,13.10000000000,0%,3897,15,319,2075.00000000000,105,5,20%,1%,1001.00000000000,1800.71308647000,89426.99626940000
S01011492,Forgewood - 03,North Lanarkshire,679,476,147,1,1,1,3,33%,227,250.00000000000,24%,115,315.00000000000,200,535,770,163,19%,5%,218,200,47%,4.40000000000,167,17%,1%,18,4.49000000000,4.18000000000,1.07000000000,3.47000000000,1.06000000000,6.11000000000,13.00000000000,3.84000000000,16.42000000000,0%,4337,84,1244,114.00000000000,146,1,19%,0%,1305.00000000000,3269.27031779000,293769.40866800000
S01011493,Forgewood - 04,North Lanarkshire,509,371,6511,5,10,19,94,1%,6,6820.00000000000,2%,7,6590.00000000000,60,44,27,59,11%,0%,133,4733,89%,5.83000000000,59,1%,14%,5451,3.33000000000,4.04000000000,2.39000000000,1.40000000000,3.06000000000,4.88000000000,10.62000000000,7.98000000000,14.96000000000,0%,3533,6,119,4777.00000000000,34,0,6%,0%,5280.50000000000,1808.44102122000,108719.90051900000
S01011494,Forgewood - 05,North Lanarkshire,714,456,2167,2,4,7,32,16%,111,2138.00000000000,10%,45,2733.00000000000,155,423,116,132,23%,5%,177,760,81%,5.15000000000,166,1%,8%,2250,2.81000000000,3.81000000000,2.17000000000,1.74000000000,3.17000000000,4.66000000000,7.80000000000,5.16000000000,12.08000000000,0%,4599,13,183,3668.00000000000,91,0,12%,0%,2919.00000000000,2093.12806000000,136013.54258600000
S01011495,Forgewood - 06,North Lanarkshire,811,506,713,1,2,3,11,25%,203,852.00000000000,19%,94,824.00000000000,185,163,132,128,25%,3%,164,663,67%,4.73000000000,177,11%,6%,517,2.29000000000,4.15000000000,3.70000000000,3.84000000000,5.16000000000,4.98000000000,10.92000000000,8.10000000000,15.44000000000,0%,1882,18,223,3062.00000000000,139,1,17%,0%,1629.00000000000,1884.72205318000,168305.91772500000
S01011496,Forgewood - 07,North Lanarkshire,684,438,387,1,1,2,6,26%,179,739.00000000000,23%,100,388.50000000000,200,244,246,90,24%,14%,163,515,65%,4.52000000000,236,11%,3%,94,4.20000000000,3.83000000000,1.14000000000,3.71000000000,2.05000000000,5.88000000000,14.23000000000,3.99000000000,16.98000000000,0%,3606,32,471,1133.00000000000,120,1,18%,0%,1409.00000000000,6821.01209944000,1143516.92211000000
S01011497,Holytown - 01,North Lanarkshire,580,429,4055,3,6,12,59,9%,50,3751.00000000000,6%,27,4012.00000000000,75,107,20,86,16%,3%,109,3809,77%,5.63000000000,87,1%,10%,3511,3.91000000000,1.87000000000,2.49000000000,2.20000000000,3.75000000000,4.50000000000,5.13000000000,9.86000000000,12.66000000000,1%,4321,20,347,1849.00000000000,48,3,8%,0%,4400.00000000000,4111.69987840000,538112.30713600000
S01011498,Holytown - 02,North Lanarkshire,680,506,5169,4,8,15,75,5%,37,4822.00000000000,5%,26,4516.00000000000,70,21,0,25,11%,6%,90,5401,87%,5.86000000000,85,4%,5%,3905,4.75000000000,1.81000000000,1.98000000000,2.90000000000,4.37000000000,5.58000000000,6.57000000000,8.73000000000,16.98000000000,0%,3700,6,89,5346.00000000000,50,0,7%,0%,4742.00000000000,2560.83619085000,135246.32363100000
S01011499,Holytown - 03,North Lanarkshire,792,557,2634,2,4,8,38,13%,104,2654.00000000000,9%,49,3051.00000000000,125,117,89,121,22%,0%,125,2045,81%,4.79000000000,110,8%,3%,1643,5.05000000000,1.46000000000,1.89000000000,2.90000000000,4.63000000000,5.99000000000,4.64000000000,7.13000000000,16.11000000000,1%,3966,10,127,4616.00000000000,100,10,12%,1%,2561.00000000000,3157.85780307000,170742.75258900000
S01011500,Holytown - 04,North Lanarkshire,470,312,2442,2,4,8,36,14%,68,2347.00000000000,12%,37,2182.00000000000,130,97,97,128,24%,10%,144,1565,82%,5.93000000000,123,5%,5%,3077,5.01000000000,1.31000000000,1.24000000000,2.62000000000,4.09000000000,6.25000000000,3.85000000000,5.60000000000,18.26000000000,0%,5340,7,150,4201.00000000000,68,8,13%,2%,2206.00000000000,1536.55007683000,80717.73429440000
S01011501,Holytown - 05,North Lanarkshire,571,366,209,1,1,1,3,36%,206,165.00000000000,25%,93,245.00000000000,225,256,192,168,30%,5%,158,219,71%,4.92000000000,208,8%,2%,415,5.03000000000,1.70000000000,1.84000000000,1.68000000000,4.11000000000,6.99000000000,4.57000000000,6.22000000000,19.86000000000,0%,4712,36,634,612.00000000000,146,6,22%,1%,857.00000000000,2424.29048357000,150770.01357000000
S01011502,Holytown - 06,North Lanarkshire,737,421,2667,2,4,8,39,15%,107,2329.00000000000,9%,36,3149.00000000000,130,86,21,62,23%,10%,105,2578,79%,5.72000000000,190,8%,6%,1786,5.07000000000,1.96000000000,1.84000000000,1.74000000000,4.42000000000,7.27000000000,4.78000000000,6.11000000000,21.81000000000,0%,4256,13,177,3753.00000000000,101,5,13%,1%,2433.00000000000,2316.36463200000,124348.45496300000
S01011503,Holytown - 07,North Lanarkshire,613,396,1548,2,3,5,23,18%,112,1685.00000000000,13%,51,1875.00000000000,140,90,93,147,21%,8%,123,1801,73%,4.75000000000,149,7%,2%,737,5.23000000000,2.07000000000,2.33000000000,1.74000000000,4.84000000000,7.34000000000,4.98000000000,6.71000000000,21.02000000000,0%,3735,19,312,2135.00000000000,125,7,20%,1%,1114.00000000000,2509.69883496000,102494.54171700000
S01011504,Holytown - 08,North Lanarkshire,873,580,2944,3,5,9,43,12%,103,2948.00000000000,7%,40,3785.00000000000,90,60,72,110,17%,7%,116,3224,70%,5.30000000000,144,0%,6%,2036,4.72000000000,2.18000000000,3.06000000000,1.85000000000,4.17000000000,7.36000000000,3.97000000000,6.62000000000,16.94000000000,2%,3391,41,472,1127.00000000000,99,13,17%,2%,1298.00000000000,11086.21796560000,3865712.56989000000
S01011505,Milnwood - 01,North Lanarkshire,748,534,1509,2,3,5,22,20%,149,1451.00000000000,16%,85,1267.00000000000,140,89,242,109,21%,7%,128,1755,75%,5.00000000000,162,4%,7%,1549,3.16000000000,1.36000000000,2.29000000000,1.32000000000,2.99000000000,3.75000000000,5.56000000000,9.51000000000,12.43000000000,0%,5883,30,403,1481.00000000000,113,8,16%,1%,1610.00000000000,2318.63720515000,207334.48051700000
S01011506,Milnwood - 02,North Lanarkshire,540,331,3414,3,5,10,49,11%,62,3040.00000000000,7%,23,3682.50000000000,130,21,31,81,20%,0%,106,2981,77%,5.78000000000,131,2%,3%,2390,3.35000000000,2.14000000000,2.09000000000,2.10000000000,3.71000000000,4.32000000000,6.84000000000,8.13000000000,13.27000000000,0%,4685,9,168,3891.00000000000,60,0,12%,0%,3078.00000000000,3160.91367856000,206267.13452200000
S01011507,Milnwood - 03,North Lanarkshire,627,404,2184,2,4,7,32,15%,94,2244.00000000000,14%,57,1591.00000000000,150,75,48,119,25%,5%,111,1798,84%,5.56000000000,170,1%,6%,2551,3.69000000000,1.95000000000,1.24000000000,1.48000000000,3.38000000000,4.33000000000,5.64000000000,4.52000000000,12.56000000000,0%,6096,12,192,3515.50000000000,99,2,16%,0%,1778.00000000000,2370.56573396000,126715.13707800000
S01011508,Milnwood - 04,North Lanarkshire,935,658,2540,2,4,8,37,13%,118,2762.00000000000,14%,94,1579.00000000000,120,65,89,126,19%,8%,106,2605,81%,5.87000000000,134,4%,13%,3396,4.03000000000,2.24000000000,1.04000000000,1.80000000000,4.19000000000,4.62000000000,6.94000000000,3.27000000000,13.85000000000,0%,5681,22,237,2915.00000000000,117,3,12%,0%,2923.00000000000,3209.94972263000,263807.02945600000
S01011509,Milnwood - 05,North Lanarkshire,563,395,2886,3,5,9,42,11%,64,3071.00000000000,11%,41,2540.00000000000,120,135,0,97,22%,11%,83,2953,74%,5.63000000000,123,7%,5%,2082,3.83000000000,2.52000000000,2.33000000000,2.12000000000,3.47000000000,4.90000000000,8.29000000000,8.88000000000,15.21000000000,0%,3768,5,89,5335.00000000000,98,1,16%,0%,1833.00000000000,2482.94544610000,203910.04282500000
S01011510,Milnwood - 06,North Lanarkshire,1083,701,1424,2,3,5,21,21%,231,1261.00000000000,13%,92,1814.00000000000,150,88,136,115,22%,8%,123,1687,70%,5.44000000000,176,5%,5%,1223,2.86000000000,2.51000000000,2.24000000000,2.27000000000,3.53000000000,4.35000000000,8.79000000000,8.66000000000,13.34000000000,0%,4142,67,622,641.00000000000,215,0,19%,0%,1337.00000000000,3601.72228065000,196199.06479100000
S01011511,Milnwood - 07,North Lanarkshire,507,337,956,1,2,3,14,25%,128,832.00000000000,19%,64,770.00000000000,155,155,84,92,20%,0%,125,1751,69%,5.73000000000,193,5%,6%,1257,3.09000000000,2.82000000000,2.63000000000,2.51000000000,3.34000000000,4.76000000000,10.65000000000,10.46000000000,14.02000000000,0%,3138,22,436,1294.00000000000,85,5,16%,1%,1642.00000000000,1988.70639735000,133197.03392500000
S01011512,Orbiston - 01,North Lanarkshire,859,530,146,1,1,1,3,35%,304,186.00000000000,29%,151,125.00000000000,230,296,294,192,27%,8%,169,175,69%,5.28000000000,195,2%,3%,839,4.48000000000,5.51000000000,2.37000000000,1.98000000000,5.36000000000,5.72000000000,18.69000000000,12.67000000000,16.96000000000,0%,1265,60,702,505.00000000000,195,5,21%,1%,1045.00000000000,1766.62544355000,108961.70067900000
S01011513,Orbiston - 02,North Lanarkshire,746,480,329,1,1,1,5,31%,230,365.00000000000,22%,106,448.00000000000,205,261,398,128,27%,8%,170,327,66%,5.12000000000,207,5%,1%,315,2.94000000000,3.56000000000,2.64000000000,2.79000000000,3.22000000000,4.66000000000,14.68000000000,8.79000000000,12.41000000000,0%,2769,39,526,907.00000000000,142,1,18%,0%,1430.00000000000,3133.80836862000,149050.52909500000
S01011514,Orbiston - 03,North Lanarkshire,945,577,1028,1,2,3,15,20%,189,1440.50000000000,14%,83,1567.00000000000,195,97,80,123,24%,3%,153,773,68%,4.88000000000,223,5%,7%,496,4.49000000000,4.96000000000,2.81000000000,2.42000000000,4.47000000000,6.10000000000,18.13000000000,10.30000000000,13.24000000000,0%,1374,21,223,3059.50000000000,241,6,25%,1%,578.00000000000,2754.09068716000,169868.82782700000
S01011515,Orbiston - 04,North Lanarkshire,485,367,2562,2,4,8,37,10%,50,3327.00000000000,11%,39,2456.00000000000,125,20,149,74,20%,0%,93,3064,77%,5.50000000000,120,2%,4%,2418,4.72000000000,6.19000000000,2.73000000000,2.37000000000,5.27000000000,6.22000000000,20.66000000000,11.78000000000,14.77000000000,0%,1060,4,83,5461.00000000000,87,36,17%,7%,755.00000000000,1728.10912002000,97290.48064950000
S01011516,Orbiston - 05,North Lanarkshire,838,597,5347,4,8,16,77,3%,26,5920.50000000000,4%,23,5182.00000000000,60,57,16,40,14%,7%,96,4991,90%,6.15000000000,80,0%,10%,5484,3.33000000000,5.41000000000,2.41000000000,3.21000000000,5.12000000000,5.34000000000,22.90000000000,13.90000000000,17.58000000000,0%,1098,5,60,5971.00000000000,59,6,7%,1%,4793.00000000000,1875.57802748000,163107.95855200000
S01011517,Orbiston - 06,North Lanarkshire,519,329,2843,3,5,9,41,10%,52,3392.00000000000,8%,28,3224.00000000000,130,42,64,84,18%,0%,134,2524,85%,4.96000000000,166,3%,10%,2271,3.84000000000,5.87000000000,1.94000000000,2.24000000000,5.48000000000,5.53000000000,16.73000000000,7.80000000000,10.95000000000,0%,1818,9,174,3801.00000000000,120,6,21%,1%,895.00000000000,2044.45637163000,92298.93725600000
S01011518,Orbiston - 07,North Lanarkshire,662,405,1284,1,2,4,19,21%,142,1242.00000000000,12%,49,2120.00000000000,175,97,96,171,24%,10%,149,897,69%,5.04000000000,205,4%,4%,607,3.69000000000,5.43000000000,1.67000000000,2.17000000000,5.07000000000,5.25000000000,15.17000000000,6.60000000000,10.29000000000,0%,2413,11,167,3901.00000000000,111,4,17%,1%,1597.00000000000,3236.13436081000,259376.09027400000
S01011519,Bellshill South - 01,North Lanarkshire,719,461,1799,2,3,6,26,15%,108,2239.00000000000,12%,54,2218.00000000000,150,79,41,171,19%,12%,148,1516,70%,5.59000000000,191,4%,7%,1380,3.49000000000,5.57000000000,1.50000000000,3.25000000000,5.31000000000,5.28000000000,16.16000000000,5.42000000000,14.55000000000,0%,1983,22,308,2166.00000000000,214,11,27%,1%,406.00000000000,1522.15204325000,112054.29076500000
S01011520,Bellshill South - 02,North Lanarkshire,608,392,634,1,1,2,10,26%,161,715.00000000000,16%,62,1273.00000000000,175,140,25,176,24%,14%,165,801,63%,4.61000000000,234,6%,1%,50,3.28000000000,5.05000000000,1.37000000000,3.05000000000,5.09000000000,4.41000000000,11.03000000000,4.46000000000,9.98000000000,0%,3301,17,281,2415.00000000000,115,3,19%,1%,1221.00000000000,1358.61863106000,91500.92371850000
S01011521,Bellshill South - 03,North Lanarkshire,948,626,755,1,2,3,11,27%,257,648.00000000000,18%,113,912.00000000000,175,132,104,128,23%,11%,144,994,69%,5.20000000000,171,6%,5%,1022,2.46000000000,3.79000000000,2.88000000000,3.40000000000,4.19000000000,4.23000000000,9.24000000000,7.35000000000,10.36000000000,0%,3206,60,637,605.00000000000,236,12,24%,1%,595.00000000000,2822.77382235000,192515.65980900000
S01011522,Bellshill South - 04,North Lanarkshire,861,592,1022,1,2,3,15,24%,209,927.00000000000,17%,102,1042.00000000000,185,204,168,143,29%,0%,162,522,82%,5.12000000000,152,6%,1%,1424,1.95000000000,1.30000000000,2.37000000000,1.95000000000,2.37000000000,2.96000000000,4.09000000000,7.16000000000,10.41000000000,0%,6605,32,374,1648.00000000000,131,1,15%,0%,2213.00000000000,2753.04687600000,213687.21408300000
S01011523,Bellshill South - 05,North Lanarkshire,767,539,1379,1,2,4,20,18%,137,1753.00000000000,13%,69,1938.50000000000,145,153,35,125,24%,6%,115,1705,70%,5.44000000000,208,0%,5%,1348,3.35000000000,5.20000000000,1.86000000000,3.95000000000,5.57000000000,4.85000000000,12.84000000000,6.34000000000,12.62000000000,0%,1952,90,1167,138.00000000000,187,21,25%,3%,443.00000000000,6093.54569778000,255046.76280300000
S01011524,Bellshill South - 06,North Lanarkshire,824,571,4045,3,6,12,58,6%,51,4538.00000000000,6%,34,4110.00000000000,90,121,68,118,19%,6%,104,3039,87%,5.81000000000,112,3%,8%,3747,2.98000000000,4.65000000000,3.27000000000,4.70000000000,3.14000000000,4.00000000000,10.74000000000,9.30000000000,11.26000000000,0%,2355,24,293,2308.00000000000,54,1,6%,0%,5300.50000000000,2385.75667509000,218192.18309100000
S01011525,Hattonrigg - 01,North Lanarkshire,857,516,3525,3,6,11,51,9%,78,3624.00000000000,5%,28,4378.00000000000,130,22,55,330,25%,5%,145,1587,87%,5.88000000000,132,1%,7%,3893,3.25000000000,3.77000000000,2.73000000000,2.47000000000,4.21000000000,3.90000000000,13.73000000000,9.75000000000,14.34000000000,0%,2531,15,176,3777.00000000000,91,6,10%,1%,3333.50000000000,9054.24210566000,1945520.92567000000
S01011526,Hattonrigg - 02,North Lanarkshire,971,624,2700,2,4,8,39,11%,111,3054.00000000000,10%,59,2843.00000000000,135,179,47,128,20%,4%,124,1935,75%,5.69000000000,123,3%,8%,2660,3.04000000000,3.85000000000,2.23000000000,2.36000000000,4.28000000000,3.68000000000,12.55000000000,8.54000000000,13.38000000000,0%,3037,26,269,2513.00000000000,137,11,13%,1%,2288.00000000000,4210.76418804000,228113.87610100000
S01011527,Hattonrigg - 03,North Lanarkshire,646,378,4418,4,7,13,64,7%,43,4390.00000000000,7%,28,3575.00000000000,95,47,0,85,18%,0%,106,3661,85%,5.67000000000,116,0%,11%,4097,2.81000000000,4.04000000000,1.96000000000,2.53000000000,3.93000000000,3.45000000000,12.94000000000,8.28000000000,13.35000000000,0%,3261,0,0,6786.00000000000,56,2,8%,0%,4408.00000000000,2635.05065814000,154705.95593200000
S01011528,Bellshill Central - 01,North Lanarkshire,942,565,898,1,2,3,13,21%,198,1303.00000000000,21%,116,581.00000000000,165,275,83,102,23%,7%,129,1168,72%,4.71000000000,161,8%,3%,664,2.18000000000,3.38000000000,1.38000000000,2.41000000000,3.43000000000,2.82000000000,8.67000000000,4.44000000000,9.50000000000,0%,5720,44,470,1134.00000000000,150,2,15%,0%,1996.00000000000,3253.73533536000,157722.15205400000
S01011529,Bellshill Central - 02,North Lanarkshire,509,325,321,1,1,1,5,32%,161,317.00000000000,27%,86,182.00000000000,200,334,88,131,24%,3%,164,495,67%,5.00000000000,182,2%,5%,893,2.13000000000,2.99000000000,1.41000000000,1.87000000000,3.33000000000,2.77000000000,9.13000000000,4.84000000000,9.92000000000,0%,5856,35,692,521.00000000000,102,3,19%,1%,1211.00000000000,2815.13501089000,106467.36945600000
S01011530,Bellshill Central - 03,North Lanarkshire,903,592,1122,1,2,4,17,21%,194,1236.00000000000,17%,98,1109.00000000000,170,164,48,141,25%,7%,128,1103,69%,5.53000000000,172,8%,3%,1008,1.93000000000,2.63000000000,1.47000000000,2.27000000000,2.91000000000,2.60000000000,9.71000000000,6.27000000000,10.57000000000,5%,4950,49,546,844.00000000000,182,7,19%,1%,1192.00000000000,3836.70041227000,254889.04542300000
S01011531,Bellshill Central - 04,North Lanarkshire,1085,712,4394,4,7,13,63,9%,100,3595.00000000000,6%,42,4163.00000000000,105,93,0,92,17%,0%,114,3296,86%,5.75000000000,100,3%,13%,4143,2.04000000000,3.29000000000,1.60000000000,2.55000000000,3.32000000000,2.68000000000,9.69000000000,6.08000000000,9.68000000000,0%,5334,16,148,4216.00000000000,72,6,7%,1%,4891.00000000000,5831.26489777000,751501.40210900000
S01011532,Fallside - 01,North Lanarkshire,687,479,5730,5,9,17,83,2%,12,6584.00000000000,3%,15,5720.00000000000,60,29,38,86,13%,5%,99,4769,93%,6.22000000000,85,0%,15%,5977,0.99000000000,3.27000000000,1.66000000000,2.87000000000,4.39000000000,4.63000000000,10.57000000000,7.24000000000,13.00000000000,22%,3547,41,600,687.00000000000,36,1,6%,0%,5522.00000000000,11381.64375970000,2834773.91454000000
S01011533,Fallside - 02,North Lanarkshire,680,386,297,1,1,1,5,32%,219,292.00000000000,26%,100,210.00000000000,195,315,94,198,31%,8%,149,360,66%,5.50000000000,199,10%,3%,575,1.09000000000,2.77000000000,1.27000000000,2.32000000000,4.78000000000,4.34000000000,8.85000000000,4.25000000000,12.59000000000,0%,5581,28,414,1427.00000000000,109,11,17%,2%,1334.00000000000,2392.07708652000,131839.66861000000
S01011534,Fallside - 03,North Lanarkshire,746,513,1952,2,3,6,28,15%,114,2192.00000000000,14%,72,1618.00000000000,160,110,118,133,24%,15%,153,1055,74%,5.61000000000,136,1%,9%,2634,1.81000000000,2.25000000000,1.84000000000,2.61000000000,5.48000000000,5.04000000000,8.55000000000,6.41000000000,14.07000000000,0%,4333,19,256,2669.00000000000,84,3,11%,0%,3257.00000000000,3541.19392909000,245250.63115500000
S01011535,Fallside - 04,North Lanarkshire,965,549,237,1,1,1,4,31%,300,347.00000000000,24%,133,304.00000000000,185,325,207,228,36%,4%,143,293,62%,5.00000000000,219,14%,2%,92,2.01000000000,2.01000000000,1.89000000000,2.16000000000,5.82000000000,4.52000000000,6.29000000000,5.57000000000,11.72000000000,0%,5162,75,782,392.00000000000,95,0,11%,0%,3362.00000000000,7329.73643562000,589948.52569600000
S01011536,Fallside - 05,North Lanarkshire,626,433,5694,5,9,17,82,4%,28,5239.50000000000,3%,13,5787.00000000000,60,10,0,52,17%,0%,84,5321,0%,6.14000000000,72,0%,11%,6009,2.70000000000,3.30000000000,3.13000000000,3.21000000000,5.85000000000,4.90000000000,13.23000000000,10.72000000000,14.91000000000,0%,1875,4,64,5876.00000000000,60,7,9%,1%,3717.00000000000,1893.76462222000,122989.03706300000
S01011537,Fallside - 06,North Lanarkshire,516,405,5512,4,8,16,80,5%,24,5154.00000000000,4%,17,5072.00000000000,80,13,0,52,17%,4%,80,4800,0%,5.82000000000,64,3%,14%,5619,2.80000000000,2.78000000000,2.41000000000,2.77000000000,5.90000000000,4.10000000000,10.41000000000,7.35000000000,11.54000000000,0%,3357,8,156,4083.00000000000,38,10,7%,2%,4082.50000000000,1677.13556570000,88886.42212610000
